Make;Model;Displ;Cyl;Trans;Drive;Fuel;Year
CHEVROLET;Suburban 1500;5.3;8;Auto-6;4WD;Gasoline;2017
CHEVROLET;Tahoe 1500;5.3;8;Auto-6;2WD;Ethanol/Gas;2017
CHEVROLET;Tahoe 1500;5.3;8;Auto-6;2WD;Gasoline;2017
CHEVROLET;Tahoe 1500;5.3;8;Auto-6;4WD;Ethanol/Gas;2017
CHEVROLET;Tahoe 1500;5.3;8;Auto-6;4WD;Gasoline;2017
CHEVROLET;Traverse;3.6;6;Auto-6;2WD;Gasoline;2017
CHEVROLET;Traverse;3.6;6;Auto-6;4WD;Gasoline;2017
CHEVROLET;Trax;1.4;4;SemiAuto-6;2WD;Gasoline;2017
CHEVROLET;Trax;1.4;4;SemiAuto-6;4WD;Gasoline;2017
CHEVROLET;Volt;1.5;4;CVT;2WD;Gasoline/Electricity;2017
CHRYSLER;200;2.4;4;Auto-9;2WD;Ethanol/Gas;2017
CHRYSLER;200;2.4;4;Auto-9;2WD;Gasoline;2017
CHRYSLER;200;3.6;6;Auto-9;2WD;Ethanol/Gas;2017
CHRYSLER;200;3.6;6;Auto-9;4WD;Ethanol/Gas;2017
CHRYSLER;300;3.6;6;Auto-8;2WD;Ethanol/Gas;2017
CHRYSLER;300;3.6;6;Auto-8;2WD;Gasoline;2017
CHRYSLER;300;3.6;6;Auto-8;4WD;Ethanol/Gas;2017
CHRYSLER;300;3.6;6;Auto-8;4WD;Gasoline;2017
CHRYSLER;300;5.7;8;Auto-8;2WD;Gasoline;2017
CHRYSLER;Pacifica;3.6;6;Auto-9;2WD;Gasoline;2017
CHRYSLER;Pacifica Hybrid;3.6;6;CVT;2WD;Gasoline/Electricity;2017
DODGE;Challenger;3.6;6;Auto-8;2WD;Gasoline;2017
DODGE;Challenger;5.7;8;Auto-8;2WD;Gasoline;2017
DODGE;Challenger;5.7;8;Man-6;2WD;Gasoline;2017
DODGE;Challenger;6.4;8;Auto-8;2WD;Gasoline;2017
DODGE;Challenger;6.4;8;Man-6;2WD;Gasoline;2017
DODGE;Challenger GT;3.6;6;Auto-8;4WD;Gasoline;2017
DODGE;Challenger SRT;6.2;8;Auto-8;2WD;Gasoline;2017
DODGE;Challenger SRT;6.2;8;Man-6;2WD;Gasoline;2017
DODGE;Challenger SRT;6.4;8;Auto-8;2WD;Gasoline;2017
DODGE;Challenger SRT;6.4;8;Man-6;2WD;Gasoline;2017
DODGE;Charger;3.6;6;Auto-8;2WD;Ethanol/Gas;2017
DODGE;Charger;3.6;6;Auto-8;2WD;Gasoline;2017
DODGE;Charger;3.6;6;Auto-8;4WD;Ethanol/Gas;2017
DODGE;Charger;3.6;6;Auto-8;4WD;Gasoline;2017
DODGE;Charger;5.7;8;Auto-8;2WD;Gasoline;2017
DODGE;Charger;6.4;8;Auto-8;2WD;Gasoline;2017
DODGE;Charger SRT;6.2;8;Auto-8;2WD;Gasoline;2017
DODGE;Charger SRT;6.4;8;Auto-8;2WD;Gasoline;2017
DODGE;Durango;3.6;6;Auto-8;2WD;Gasoline;2017
DODGE;Durango;3.6;6;Auto-8;4WD;Gasoline;2017
DODGE;Durango;5.7;8;Auto-8;2WD;Gasoline;2017
DODGE;Durango;5.7;8;Auto-8;4WD;Gasoline;2017
DODGE;Grand Caravan;3.6;6;Auto-6;2WD;Ethanol/Gas;2017
DODGE;Grand Caravan;3.6;6;Auto-6;2WD;Gasoline;2017
DODGE;Journey;2.4;4;Auto-4;2WD;Gasoline;2017
DODGE;Journey;3.6;6;Auto-6;2WD;Ethanol/Gas;2017
DODGE;Journey;3.6;6;Auto-6;4WD;Gasoline;2017
DODGE;Viper;8.4;10;Man-6;2WD;Gasoline;2017
FERRARI;488 Spider;3.9;8;AutoMan-7;2WD;Gasoline;2017
FERRARI;488 gtb;3.9;8;AutoMan-7;2WD;Gasoline;2017
FERRARI;California T;3.9;8;AutoMan-7;2WD;Gasoline;2017
FERRARI;F12 Berlinetta;6.3;12;AutoMan-7;2WD;Gasoline;2017
FERRARI;F12 tdf;6.3;12;AutoMan-7;2WD;Gasoline;2017
FERRARI;GTC4Lusso;6.3;12;AutoMan-7;4WD;Gasoline;2017
FERRARI;LaAperta;6.3;12;AutoMan-7;4WD;Gasoline;2017
FIAT;124 Spider;1.4;4;Auto-6;2WD;Gasoline;2017
FIAT;124 Spider;1.4;4;Man-6;2WD;Gasoline;2017
FIAT;500;1.4;4;Auto-6;2WD;Gasoline;2017
FIAT;500;1.4;4;Man-5;2WD;Gasoline;2017
FIAT;500 Abarth;1.4;4;Auto-6;2WD;Gasoline;2017
FIAT;500 Abarth;1.4;4;Man-5;2WD;Gasoline;2017
FIAT;500L;1.4;4;Auto-6;2WD;Gasoline;2017
FIAT;500X;1.4;4;Man-6;2WD;Gasoline;2017
FIAT;500X;2.4;4;Auto-9;2WD;Gasoline;2017
FIAT;500X;2.4;4;Auto-9;4WD;Gasoline;2017
FIAT;500e;N/A;N/A;Auto-1;2WD;Electricity;2017
FORD;C-MAX Energi Plug-In Hybrid;2;4;CVT;2WD;Gasoline/Electricity;2017
FORD;C-MAX Hybrid;2;4;CVT;2WD;Gasoline;2017
FORD;Edge;2;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Edge;2;4;SemiAuto-6;4WD;Gasoline;2017
FORD;Edge;2.7;6;SemiAuto-6;4WD;Gasoline;2017
FORD;Edge;3.5;6;SemiAuto-6;2WD;Gasoline;2017
FORD;Edge;3.5;6;SemiAuto-6;4WD;Gasoline;2017
FORD;Escape;1.5;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Escape;1.5;4;SemiAuto-6;4WD;Gasoline;2017
FORD;Escape;2;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Escape;2;4;SemiAuto-6;4WD;Gasoline;2017
FORD;Escape;2.5;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Escape FFV;2.5;4;SemiAuto-6;2WD;Ethanol/Gas;2017
FORD;Expedition;3.5;6;SemiAuto-6;2WD;Gasoline;2017
FORD;Expedition;3.5;6;SemiAuto-6;4WD;Gasoline;2017
FORD;Expedition EL;3.5;6;SemiAuto-6;2WD;Gasoline;2017
FORD;Expedition EL;3.5;6;SemiAuto-6;4WD;Gasoline;2017
FORD;Explorer;2.3;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Explorer;2.3;4;SemiAuto-6;4WD;Gasoline;2017
FORD;Explorer;3.5;6;SemiAuto-6;2WD;Gasoline;2017
FORD;Explorer;3.5;6;SemiAuto-6;4WD;Gasoline;2017
FORD;Explorer FFV;3.5;6;SemiAuto-6;2WD;Ethanol/Gas;2017
FORD;Explorer FFV;3.5;6;SemiAuto-6;4WD;Ethanol/Gas;2017
FORD;F150;2.7;6;SemiAuto-6;2WD;Gasoline;2017
FORD;F150;2.7;6;SemiAuto-6;4WD;Gasoline;2017
FORD;F150;3.5;6;SemiAuto-10;2WD;Gasoline;2017
FORD;F150;3.5;6;SemiAuto-10;4WD;Gasoline;2017
FORD;F150 FFV;3.5;6;Auto-6;2WD;Ethanol/Gas;2017
FORD;F150 FFV;3.5;6;Auto-6;4WD;Ethanol/Gas;2017
FORD;F150 FFV;5;8;SemiAuto-6;2WD;Ethanol/Gas;2017
FORD;F150 FFV;5;8;SemiAuto-6;4WD;Ethanol/Gas;2017
FORD;F150 Raptor;3.5;6;SemiAuto-10;4WD;Gasoline;2017
FORD;Fiesta;1.6;4;AMS-6;2WD;Gasoline;2017
FORD;Fiesta;1.6;4;Man-5;2WD;Gasoline;2017
FORD;Fiesta SFE;1;3;Man-5;2WD;Gasoline;2017
FORD;Fiesta ST;1.6;4;Man-6;2WD;Gasoline;2017
FORD;Flex;3.5;6;SemiAuto-6;2WD;Gasoline;2017
FORD;Flex;3.5;6;SemiAuto-6;4WD;Gasoline;2017
FORD;Focus;1;3;Man-6;2WD;Gasoline;2017
FORD;Focus;1;3;SemiAuto-6;2WD;Gasoline;2017
FORD;Focus;2;4;AMS-6;2WD;Gasoline;2017
FORD;Focus;2;4;AutoMan-6;2WD;Gasoline;2017
FORD;Focus;2;4;Man-5;2WD;Gasoline;2017
FORD;Focus Electric;N/A;N/A;Auto-1;2WD;Electricity;2017
FORD;Focus FFV;2;4;AMS-6;2WD;Ethanol/Gas;2017
FORD;Focus FFV;2;4;AutoMan-6;2WD;Ethanol/Gas;2017
FORD;Focus FFV;2;4;Man-5;2WD;Ethanol/Gas;2017
FORD;Focus RS;2.3;4;Man-6;4WD;Gasoline;2017
FORD;Focus ST;2;4;Man-6;2WD;Gasoline;2017
FORD;GT;3.5;6;AutoMan-7;2WD;Gasoline;2017
FORD;Fusion;1.5;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Fusion;2;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Fusion;2;4;SemiAuto-6;4WD;Gasoline;2017
FORD;Fusion;2.5;4;Auto-6;2WD;Gasoline;2017
FORD;Fusion;2.7;6;SemiAuto-6;4WD;Gasoline;2017
FORD;Fusion Energi Plug-in Hybrid;2;4;CVT;2WD;Gasoline/Electricity;2017
FORD;Fusion Hybrid;2;4;CVT;2WD;Gasoline;2017
FORD;Mustang;2.3;4;Man-6;2WD;Gasoline;2017
FORD;Mustang;2.3;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Mustang;3.7;6;Man-6;2WD;Gasoline;2017
FORD;Mustang;3.7;6;SemiAuto-6;2WD;Gasoline;2017
FORD;Mustang;5;8;Man-6;2WD;Gasoline;2017
FORD;Mustang;5;8;SemiAuto-6;2WD;Gasoline;2017
FORD;Mustang Convertible;2.3;4;Man-6;2WD;Gasoline;2017
FORD;Mustang Convertible;2.3;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Mustang Convertible;5;8;Man-6;2WD;Gasoline;2017
FORD;Mustang Convertible;5;8;SemiAuto-6;2WD;Gasoline;2017
FORD;Mustang Performance Package;2.3;4;Man-6;2WD;Gasoline;2017
FORD;Mustang Performance Package;2.3;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Mustang Performance Package;5;8;Man-6;2WD;Gasoline;2017
FORD;Shelby GT350 Mustang;5.2;8;Man-6;2WD;Gasoline;2017
FORD;Taurus;2;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Taurus;3.5;6;SemiAuto-6;2WD;Gasoline;2017
FORD;Taurus;3.5;6;SemiAuto-6;4WD;Gasoline;2017
FORD;Taurus FFV;3.5;6;SemiAuto-6;2WD;Ethanol/Gas;2017
FORD;Taurus FFV;3.5;6;SemiAuto-6;4WD;Ethanol/Gas;2017
FORD;Transit Connect;2.5;4;SemiAuto-6;2WD;Ethanol/Gas;2017
FORD;Transit Connect;2.5;4;SemiAuto-6;2WD;Gasoline;2017
FORD;Transit T150;3.5;6;SemiAuto-6;2WD;Gasoline;2017
FORD;Transit T150 Wagon FFV;3.7;6;SemiAuto-6;2WD;Ethanol/Gas;2017
GENESIS;G80;3.8;6;SemiAuto-8;2WD;Gasoline;2017
GENESIS;G80;3.8;6;SemiAuto-8;4WD;Gasoline;2017
GENESIS;G80;5;8;SemiAuto-8;2WD;Gasoline;2017
GENESIS;G90;3.3;6;SemiAuto-8;2WD;Gasoline;2017
GENESIS;G90;3.3;6;SemiAuto-8;4WD;Gasoline;2017
GENESIS;G90;5;8;SemiAuto-8;2WD;Gasoline;2017
GENESIS;G90;5;8;SemiAuto-8;4WD;Gasoline;2017
GMC;Acadia;2.5;4;Auto-6;2WD;Gasoline;2017
GMC;Acadia;2.5;4;Auto-6;4WD;Gasoline;2017
GMC;Acadia;3.6;6;Auto-6;2WD;Gasoline;2017
GMC;Acadia;3.6;6;Auto-6;4WD;Gasoline;2017
GMC;Acadia Limited;3.6;6;Auto-6;2WD;Gasoline;2017
GMC;Acadia Limited;3.6;6;Auto-6;4WD;Gasoline;2017
GMC;Canyon;2.5;4;Auto-6;2WD;Gasoline;2017
GMC;Canyon;2.5;4;Auto-6;4WD;Gasoline;2017
GMC;Canyon;2.5;4;Man-6;2WD;Gasoline;2017
GMC;Canyon;2.8;4;Auto-6;2WD;Diesel;2017
GMC;Canyon;2.8;4;Auto-6;4WD;Diesel;2017
GMC;Canyon;3.6;6;Auto-8;2WD;Gasoline;2017
GMC;Canyon;3.6;6;Auto-8;4WD;Gasoline;2017
GMC;Savana 2500;6;8;Auto-6;2WD;Gasoline;2017
GMC;Savana 3500;6;8;Auto-6;2WD;Gasoline;2017
GMC;Sierra 15;4.3;6;Auto-6;2WD;Ethanol/Gas;2017
GMC;Sierra 15;4.3;6;Auto-6;4WD;Ethanol/Gas;2017
GMC;Sierra 15;5.3;8;Auto-6;2WD;Ethanol/Gas;2017
GMC;Sierra 15;5.3;8;Auto-6;2WD;Gasoline;2017
GMC;Sierra 15;5.3;8;Auto-6;4WD;Ethanol/Gas;2017
GMC;Sierra 15;5.3;8;Auto-6;4WD;Gasoline;2017
GMC;Sierra 15;5.3;8;Auto-8;2WD;Gasoline;2017
GMC;Sierra 15;5.3;8;Auto-8;4WD;Gasoline;2017
GMC;Sierra 15;6.2;8;Auto-8;2WD;Gasoline;2017
GMC;Sierra 15;6.2;8;Auto-8;4WD;Gasoline;2017
GMC;Terrain;2.4;4;Auto-6;2WD;Ethanol/Gas;2017
GMC;Terrain;2.4;4;Auto-6;2WD;Gasoline;2017
GMC;Terrain;2.4;4;Auto-6;4WD;Gasoline;2017
GMC;Terrain;3.6;6;Auto-6;2WD;Gasoline;2017
GMC;Terrain;3.6;6;Auto-6;4WD;Gasoline;2017
GMC;Yukon 1500;5.3;8;Auto-6;2WD;Ethanol/Gas;2017
GMC;Yukon 1500;5.3;8;Auto-6;2WD;Gasoline;2017
GMC;Yukon 1500;5.3;8;Auto-6;4WD;Ethanol/Gas;2017
GMC;Yukon 1500;5.3;8;Auto-6;4WD;Gasoline;2017
GMC;Yukon 1500;6.2;8;Auto-8;2WD;Gasoline;2017
GMC;Yukon 1500;6.2;8;Auto-8;4WD;Gasoline;2017
GMC;Yukon 1500 XL;5.3;8;Auto-6;2WD;Ethanol/Gas;2017
GMC;Yukon 1500 XL;5.3;8;Auto-6;2WD;Gasoline;2017
GMC;Yukon 1500 XL;6.2;8;Auto-8;2WD;Gasoline;2017
GMC;Yukon XL 1500;5.3;8;Auto-6;4WD;Ethanol/Gas;2017
GMC;Yukon XL 1500;5.3;8;Auto-6;4WD;Gasoline;2017
GMC;Yukon XL 1500;6.2;8;Auto-8;4WD;Gasoline;2017
HONDA;Accord;2;4;CVT;2WD;Gasoline;2017
HONDA;Accord;2.4;4;CVT;2WD;Gasoline;2017
HONDA;Accord;2.4;4;Man-6;2WD;Gasoline;2017
HONDA;Accord;2.4;4;SCV-7;2WD;Gasoline;2017
HONDA;Accord;3.5;6;Auto-6;2WD;Gasoline;2017
HONDA;Accord;3.5;6;Man-6;2WD;Gasoline;2017
HONDA;Accord;3.5;6;SemiAuto-6;2WD;Gasoline;2017
HONDA;CR-V;1.5;4;CVT;2WD;Gasoline;2017
HONDA;CR-V;1.5;4;CVT;4WD;Gasoline;2017
HONDA;CR-V;2.4;4;CVT;2WD;Gasoline;2017
HONDA;CR-V;2.4;4;CVT;4WD;Gasoline;2017
HONDA;Civic 2Dr;1.5;4;CVT;2WD;Gasoline;2017
HONDA;Civic 2Dr;1.5;4;Man-6;2WD;Gasoline;2017
HONDA;Civic 2Dr;2;4;CVT;2WD;Gasoline;2017
HONDA;Civic 2Dr;2;4;Man-6;2WD;Gasoline;2017
HONDA;Civic 4Dr;1.5;4;CVT;2WD;Gasoline;2017
HONDA;Civic 4Dr;1.5;4;Man-6;2WD;Gasoline;2017
HONDA;Civic 4Dr;2;4;CVT;2WD;Gasoline;2017
HONDA;Civic 4Dr;2;4;Man-6;2WD;Gasoline;2017
HONDA;Civic 5Dr;1.5;4;CVT;2WD;Gasoline;2017
HONDA;Civic 5Dr;1.5;4;Man-6;2WD;Gasoline;2017
HONDA;Civic 5Dr;1.5;4;SCV-7;2WD;Gasoline;2017
HONDA;Civic 5Dr;2;4;Man-6;2WD;Gasoline;2017
HONDA;Clarity;N/A;N/A;Auto-1;2WD;Electricity;2017
HONDA;Clarity;N/A;N/A;Auto-1;2WD;Hydrogen;2017
HONDA;Fit;1.5;4;CVT;2WD;Gasoline;2017
HONDA;Fit;1.5;4;Man-6;2WD;Gasoline;2017
HONDA;Fit;1.5;4;SCV-7;2WD;Gasoline;2017
HONDA;HR-V;1.8;4;CVT;2WD;Gasoline;2017
HONDA;HR-V;1.8;4;CVT;4WD;Gasoline;2017
HONDA;HR-V;1.8;4;Man-6;2WD;Gasoline;2017
HONDA;HR-V;1.8;4;SCV-7;2WD;Gasoline;2017
HONDA;HR-V;1.8;4;SCV-7;4WD;Gasoline;2017
HONDA;Odyssey;3.5;6;Auto-6;2WD;Gasoline;2017
HONDA;Pilot;3.5;6;Auto-6;2WD;Gasoline;2017
HONDA;Pilot;3.5;6;Auto-6;4WD;Gasoline;2017
HONDA;Pilot;3.5;6;SemiAuto-9;2WD;Gasoline;2017
HONDA;Pilot;3.5;6;SemiAuto-9;4WD;Gasoline;2017
HONDA;Ridgeline;3.5;6;Auto-6;2WD;Gasoline;2017
HONDA;Ridgeline;3.5;6;Auto-6;4WD;Gasoline;2017
HYUNDAI;Accent;1.6;4;Man-6;2WD;Gasoline;2017
HYUNDAI;Accent;1.6;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Azera;3.3;6;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Azera Limited;3.3;6;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Elantra;1.4;4;AutoMan-7;2WD;Gasoline;2017
HYUNDAI;Elantra;1.6;4;AutoMan-7;2WD;Gasoline;2017
HYUNDAI;Elantra;1.6;4;Man-6;2WD;Gasoline;2017
HYUNDAI;Elantra;2;4;Man-6;2WD;Gasoline;2017
HYUNDAI;Elantra;2;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Elantra GT;2;4;Man-6;2WD;Gasoline;2017
HYUNDAI;Elantra GT;2;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Elantra SE;2;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Ioniq;1.6;4;AutoMan-6;2WD;Gasoline;2017
HYUNDAI;Ioniq Blue;1.6;4;AutoMan-6;2WD;Gasoline;2017
HYUNDAI;Ioniq Electric;N/A;N/A;Auto-1;2WD;Electricity;2017
HYUNDAI;Santa Fe;3.3;6;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Santa Fe;3.3;6;SemiAuto-6;4WD;Gasoline;2017
HYUNDAI;Santa Fe Sport;2;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Santa Fe Sport;2;4;SemiAuto-6;4WD;Gasoline;2017
HYUNDAI;Santa Fe Sport;2.4;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Santa Fe Sport;2.4;4;SemiAuto-6;4WD;Gasoline;2017
HYUNDAI;Santa Fe Sport Ultimate;2;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Santa Fe Sport Ultimate;2;4;SemiAuto-6;4WD;Gasoline;2017
HYUNDAI;Santa Fe Ultimate;3.3;6;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Santa Fe Ultimate;3.3;6;SemiAuto-6;4WD;Gasoline;2017
HYUNDAI;Sonata;1.6;4;AutoMan-7;2WD;Gasoline;2017
HYUNDAI;Sonata;2;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Sonata;2.4;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Sonata Hybrid;2;4;AutoMan-6;2WD;Gasoline;2017
HYUNDAI;Sonata Hybrid SE;2;4;AutoMan-6;2WD;Gasoline;2017
HYUNDAI;Sonata Limited;2;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Sonata Sport/Limited;2.4;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Sonata plug-in hybrid;2;4;AutoMan-6;2WD;Gasoline/Electricity;2017
HYUNDAI;Tuscon;1.6;4;AutoMan-7;2WD;Gasoline;2017
HYUNDAI;Tuscon;1.6;4;AutoMan-7;4WD;Gasoline;2017
HYUNDAI;Tuscon;2;4;SemiAuto-6;2WD;Gasoline;2017
HYUNDAI;Tuscon;2;4;SemiAuto-6;4WD;Gasoline;2017
HYUNDAI;Tuscon Eco;1.6;4;AutoMan-7;2WD;Gasoline;2017
HYUNDAI;Tuscon Eco;1.6;4;AutoMan-7;4WD;Gasoline;2017
HYUNDAI;Tuscon Fuel Cell;N/A;N/A;Auto-1;2WD;Hydrogen;2017
HYUNDAI;Veloster;1.6;4;AutoMan-6;2WD;Gasoline;2017
HYUNDAI;Veloster;1.6;4;AutoMan-7;2WD;Gasoline;2017
HYUNDAI;Veloster;1.6;4;Man-6;2WD;Gasoline;2017
INFINITI;Q50;2;4;SemiAuto-7;2WD;Gasoline;2017
INFINITI;Q50;2;4;SemiAuto-7;4WD;Gasoline;2017
INFINITI;Q50;3;6;SemiAuto-7;2WD;Gasoline;2017
INFINITI;Q50;3;6;SemiAuto-7;4WD;Gasoline;2017
INFINITI;Q50 Hybrid;3.5;6;SemiAuto-7;2WD;Gasoline;2017
INFINITI;Q50 Hybrid;3.5;6;SemiAuto-7;4WD;Gasoline;2017
INFINITI;Q50S Red Sport;3;6;SemiAuto-7;2WD;Gasoline;2017
INFINITI;Q50S Red Sport;3;6;SemiAuto-7;4WD;Gasoline;2017
INFINITI;Q60;2;4;SemiAuto-7;2WD;Gasoline;2017
INFINITI;Q60;2;4;SemiAuto-7;4WD;Gasoline;2017
INFINITI;Q60;3;6;SemiAuto-7;2WD;Gasoline;2017
INFINITI;Q60;3;6;SemiAuto-7;4WD;Gasoline;2017
INFINITI;Q60S Red Sport;3;6;SemiAuto-7;2WD;Gasoline;2017
INFINITI;Q60S Red Sport;3;6;SemiAuto-7;4WD;Gasoline;2017
INFINITI;Q70;3.7;6;SemiAuto-7;2WD;Gasoline;2017
INFINITI;Q70;3.7;6;SemiAuto-7;4WD;Gasoline;2017
INFINITI;Q70;5.6;8;SemiAuto-7;2WD;Gasoline;2017
INFINITI;Q70;5.6;8;SemiAuto-7;4WD;Gasoline;2017
INFINITI;Q70 Hybrid;3.5;6;SemiAuto-7;2WD;Gasoline;2017
INFINITI;QX30;2;4;AutoMan-7;2WD;Gasoline;2017
INFINITI;QX30;2;4;AutoMan-7;4WD;Gasoline;2017
INFINITI;QX50;3.7;6;SemiAuto-7;2WD;Gasoline;2017
INFINITI;QX50;3.7;6;SemiAuto-7;4WD;Gasoline;2017
INFINITI;QX60;3.5;6;SCV-7;2WD;Gasoline;2017
INFINITI;QX60;3.5;6;SCV-7;4WD;Gasoline;2017
INFINITI;QX60 Hybrid;2.5;4;SCV-7;2WD;Gasoline;2017
INFINITI;QX60 Hybrid;2.5;4;SCV-7;4WD;Gasoline;2017
INFINITI;QX70;3.7;6;SemiAuto-7;2WD;Gasoline;2017
INFINITI;QX70;3.7;6;SemiAuto-7;4WD;Gasoline;2017
INFINITI;QX80;5.6;8;SemiAuto-7;2WD;Gasoline;2017
INFINITI;QX80;5.6;8;SemiAuto-7;4WD;Gasoline;2017
JAGUAR;F-Pace;2;4;SemiAuto-8;4WD;Diesel;2017
JAGUAR;F-Pace;3;6;SemiAuto-8;4WD;Gasoline;2017
JAGUAR;F-Type Convertible;3;6;Man-6;2WD;Gasoline;2017
JAGUAR;F-Type Convertible;3;6;SemiAuto-8;2WD;Gasoline;2017
JAGUAR;F-Type Coupe;3;6;Man-6;2WD;Gasoline;2017
JAGUAR;F-Type Coupe;3;6;SemiAuto-8;2WD;Gasoline;2017
JAGUAR;F-Type R Convertible;5;8;SemiAuto-8;4WD;Gasoline;2017
JAGUAR;F-Type R Coupe;5;8;SemiAuto-8;4WD;Gasoline;2017
JAGUAR;F-Type S Convertible;3;6;Man-6;2WD;Gasoline;2017
JAGUAR;F-Type S Convertible;3;6;SemiAuto-8;2WD;Gasoline;2017
JAGUAR;F-Type S Convertible;3;6;SemiAuto-8;4WD;Gasoline;2017
JAGUAR;F-Type S Coupe;3;6;Man-6;2WD;Gasoline;2017
JAGUAR;F-Type S Coupe;3;6;SemiAuto-8;2WD;Gasoline;2017
JAGUAR;F-Type S Coupe;3;6;SemiAuto-8;4WD;Gasoline;2017
JAGUAR;XE;2;4;SemiAuto-8;2WD;Diesel;2017
JAGUAR;XE;2;4;SemiAuto-8;2WD;Gasoline;2017
JAGUAR;XE;2;4;SemiAuto-8;4WD;Diesel;2017
JAGUAR;XE;3;6;SemiAuto-8;2WD;Gasoline;2017
JAGUAR;XE;3;6;SemiAuto-8;4WD;Gasoline;2017
JAGUAR;XF;2;4;SemiAuto-8;2WD;Diesel;2017
JAGUAR;XF;2;4;SemiAuto-8;4WD;Diesel;2017
JAGUAR;XF;3;6;SemiAuto-8;2WD;Gasoline;2017
JAGUAR;XF;3;6;SemiAuto-8;4WD;Gasoline;2017
JAGUAR;XJ;3;6;SemiAuto-8;2WD;Gasoline;2017
JAGUAR;XJ;3;6;SemiAuto-8;4WD;Gasoline;2017
JAGUAR;XJ;5;8;SemiAuto-8;2WD;Gasoline;2017
JAGUAR;XJL;3;6;SemiAuto-8;2WD;Gasoline;2017
JAGUAR;XJL;3;6;SemiAuto-8;4WD;Gasoline;2017
JAGUAR;XJL;5;8;SemiAuto-8;2WD;Gasoline;2017
JEEP;Cherokee;2.4;4;Auto-9;2WD;Ethanol/Gas;2017
JEEP;Cherokee;2.4;4;Auto-9;2WD;Gasoline;2017
JEEP;Cherokee;2.4;4;Auto-9;4WD;Ethanol/Gas;2017
JEEP;Cherokee;2.4;4;Auto-9;4WD;Gasoline;2017
JEEP;Cherokee;3.2;6;Auto-9;2WD;Gasoline;2017
JEEP;Cherokee;3.2;6;Auto-9;4WD;Gasoline;2017
JEEP;Cherokee 4x4 Active Drive II;2.4;4;Auto-9;4WD;Gasoline;2017
JEEP;Cherokee 4x4 Active Drive II;3.2;6;Auto-9;4WD;Gasoline;2017
JEEP;Cherokee Trailhawk;2.4;4;Auto-9;4WD;Gasoline;2017
JEEP;Cherokee Trailhawk;3.2;6;Auto-9;4WD;Gasoline;2017
JEEP;Compass;2;4;CVT;2WD;Gasoline;2017
JEEP;Compass;2;4;Man-5;2WD;Gasoline;2017
JEEP;Compass;2.4;4;Auto-6;2WD;Gasoline;2017
JEEP;Compass;2.4;4;Auto-6;4WD;Gasoline;2017
JEEP;Compass;2.4;4;Auto-9;4WD;Gasoline;2017
JEEP;Compass;2.4;4;CVT;4WD;Gasoline;2017
JEEP;Compass;2.4;4;Man-5;2WD;Gasoline;2017
JEEP;Compass;2.4;4;Man-5;4WD;Gasoline;2017
JEEP;Compass;2.4;4;Man-6;2WD;Gasoline;2017
JEEP;Compass;2.4;4;Man-6;4WD;Gasoline;2017
JEEP;Grand Cherokee;3.6;6;Auto-8;2WD;Gasoline;2017
JEEP;Grand Cherokee;3.6;6;Auto-8;4WD;Gasoline;2017
JEEP;Grand Cherokee;5.7;8;Auto-8;4WD;Gasoline;2017
JEEP;Grand Cherokee SRT;6.4;8;Auto-8;4WD;Gasoline;2017
JEEP;Patriot;2;4;CVT;2WD;Gasoline;2017
JEEP;Patriot;2;4;Man-5;2WD;Gasoline;2017
JEEP;Patriot;2.4;4;Auto-6;2WD;Gasoline;2017
JEEP;Patriot;2.4;4;Auto-6;4WD;Gasoline;2017
JEEP;Patriot;2.4;4;CVT;4WD;Gasoline;2017
JEEP;Patriot;2.4;4;Man-5;2WD;Gasoline;2017
JEEP;Patriot;2.4;4;Man-5;4WD;Gasoline;2017
JEEP;Renegade;1.4;4;Man-6;2WD;Gasoline;2017
